,summary,config,name
10,"{'test_accuracy': 0.5524385205182603, 'max_train_loss': 0.17283820937077204, 'lambdas': {'5': 0.1142313090567947, '7': 0.08976335358572628, '3': 0.0890000344118285, '4': 0.09224569643669409, '2': 0.09384750588955797, '6': 0.0833534284620642, '8': 0.09770363582412064, '9': 0.1573200026584566, '0': 0.08103906008134278, '1': 0.1014959735934143}, '_timestamp': 1710941588.8294952, 'train_loss': 0.07383935893571966, 'train_accuracy': 0.959021030506445, 'centralised_loss': 0.15946300884485246, 'distributed_loss': 0.1630571906267375, '_step': 50, '_wandb': {'runtime': 2416}, '_runtime': 2412.9782721996307}","{'fed': {'seed': 4, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_4'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",f82ed3111776492f93b0b7d7aafc3eba
11,"{'distributed_loss': 0.15739230345033148, '_runtime': 2363.960542678833, '_timestamp': 1710940390.5798018, 'train_loss': 0.025913521961216067, 'test_accuracy': 0.5630841121495327, 'train_accuracy': 0.9787628102234844, '_step': 50, '_wandb': {'runtime': 2365}, 'centralised_loss': 0.151563560333848}","{'fed': {'seed': 2, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_FedAvg', 'seed_2'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'flwr.server.strategy.FedAvg'}, 'name': 'FedAvg'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",8e86deaa385f49819a2debc88ef253f9
12,"{'_wandb': {'runtime': 2431}, '_runtime': 2429.0663678646088, '_timestamp': 1710939149.1319118, 'train_accuracy': 0.8654976721189028, 'distributed_loss': 0.17728458026437516, '_step': 50, 'lambdas': {'9': 0.13569782139698433, '1': 0.10713090297591955, '3': 0.11929373306585243, '6': 0.10342917417435382, '5': 0.09272638106468116, '7': 0.09095756269953338, '8': 0.0927714155816566, '0': 0.09041347265004424, '2': 0.08257273287881509, '4': 0.08500680351215945}, 'train_loss': 0.1038081999923997, 'test_accuracy': 0.5375408228784692, 'centralised_loss': 0.18108521427214147}","{'fed': {'seed': 3, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_3'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",34fac802842f4dc8bcfb61cfac480eda
13,"{'_timestamp': 1710937999.3027513, 'train_loss': 0.024655551845986137, 'test_accuracy': 0.5065086782376502, 'centralised_loss': 0.1744394273996353, '_step': 50, '_wandb': {'runtime': 2431}, 'distributed_loss': 0.17807825474697694, '_runtime': 2428.2835743427277, 'train_accuracy': 0.9804125923428256}","{'fed': {'seed': 1, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_FedAvg', 'seed_1'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'flwr.server.strategy.FedAvg'}, 'name': 'FedAvg'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",5b584f4672b145eebadd04d410cbb882
14,"{'lambdas': {'3': 0.0861617599513449, '5': 0.10242597565181774, '6': 0.07996367319352381, '7': 0.097188688034955, '8': 0.09901451560166896, '9': 0.14522506097974966, '0': 0.10310216044827088, '1': 0.08112451632681628, '2': 0.11104049583244516, '4': 0.09475315397940769}, 'test_accuracy': 0.5213308095225552, 'centralised_loss': 0.1558772397696972, '_step': 50, '_runtime': 1883.3394784927368, '_timestamp': 1710936696.1576924, 'train_loss': 0.0345805420907566, 'train_accuracy': 0.9747125789588676, 'distributed_loss': 0.17293889286059336, '_wandb': {'runtime': 1877}}","{'fed': {'seed': 2, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_2'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",eb7020d1c9bd4155a00a3cce54978889
15,"{'centralised_loss': 0.17896296111643314, '_step': 50, '_wandb': {'runtime': 1530}, '_timestamp': 1710934789.7586908, 'train_accuracy': 0.9726197714042756, 'distributed_loss': 0.2062763988284294, 'lambdas': {'2': 0.07739147144573821, '4': 0.0955199760012835, '6': 0.09586525526461329, '7': 0.09001165869452517, '8': 0.09948177132367524, '0': 0.08761125717295914, '1': 0.09020714218451303, '9': 0.16594409974109478, '3': 0.09647330138360564, '5': 0.10149406678799204}, '_runtime': 1528.3464567661283, 'train_loss': 0.03236395333162133, 'test_accuracy': 0.4088351068936889}","{'fed': {'seed': 1, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_1'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",6c08b42615ca4a27b8c0f686a1c02c55
16,"{'train_accuracy': 0.9539726450915168, '_step': 50, '_timestamp': 1710931624.5186443, 'train_loss': 0.06920787759224217, 'test_accuracy': 0.7149195445963749, 'distributed_loss': 0.1569536612131704, '_wandb': {'runtime': 2240}, 'lambdas': {'1': 0.08706977226976574, '4': 0.09558632701082964, '7': 0.0881713688784065, '9': 0.1854588867253935, '0': 0.07828173904638382, '2': 0.09369496272441472, '3': 0.10113777212861458, '5': 0.0975229976705111, '6': 0.0759993956636173, '8': 0.09707677788206316}, '_runtime': 2238.520447254181, 'centralised_loss': 0.15746817465424537}","{'fed': {'seed': 3, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 10, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_3'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",afl_3_schedule_all
17,"{'lambdas': {'1': 0.08051614643393189, '9': 0.19013643916064144, '8': 0.0972946413014984, '0': 0.08177086018538804, '2': 0.0915301989025203, '3': 0.09830854114263268, '4': 0.0957999234530218, '5': 0.0968246617385295, '6': 0.07742495767486215, '7': 0.09039363000697374}, 'centralised_loss': 0.1455704459488392, '_runtime': 2062.097178697586, '_timestamp': 1710929371.3031037, 'train_loss': 0.06887732023970539, 'test_accuracy': 0.738877349683392, 'train_accuracy': 0.9587002700661412, 'distributed_loss': 0.14650707969621593, '_step': 50, '_wandb': {'runtime': 2063}}","{'fed': {'seed': 2, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 10, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_2'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",afl_2_schedule_all
18,"{'_runtime': 2243.4529955387115, '_timestamp': 1710927291.8357065, 'train_accuracy': 0.9650131518162997, '_step': 50, 'lambdas': {'1': 0.08316055295909103, '3': 0.0989071107180988, '8': 0.09992284924717432, '9': 0.1899752885923531, '0': 0.0801084871534564, '2': 0.09180163464810752, '4': 0.09530408699939912, '5': 0.09500408019990958, '6': 0.07545936070098364, '7': 0.09035654878142652}, 'train_loss': 0.06119324810151579, 'test_accuracy': 0.7189278382102268, 'centralised_loss': 0.146125237429142, 'distributed_loss': 0.1458388267273839, '_wandb': {'runtime': 2245}}","{'fed': {'seed': 1, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 10, 'num_evaluate_clients_per_round': 10}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 2e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_1'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",afl_1_schedule_all
19,"{'lambdas': {'2': 0.08562355678123008, '5': 0.09419919605069656, '8': 0.09467889870603392, '9': 0.16815513330879986, '0': 0.09530580984844468, '1': 0.09329898072684124, '3': 0.08299733389834363, '4': 0.10622654588298912, '6': 0.09532296120012568, '7': 0.08419158359649509}, 'test_accuracy': 0.21286180106940725, 'distributed_loss': 0.2972567285068731, '_step': 50, '_wandb': {'runtime': 2043}, '_runtime': 2041.5395073890688, '_timestamp': 1710873064.8210244, 'train_loss': 0.16418601442247477, 'train_accuracy': 0.9145458981200568, 'centralised_loss': 0.1994162492930889}","{'fed': {'seed': 1, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 2}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 1e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_1'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",31fb514ac2094f65ba207d689cc73bc7
20,"{'_step': 50, '_timestamp': 1710872997.8588386, 'train_loss': 0.10190632988662832, 'test_accuracy': 0.5509733950490121, 'train_accuracy': 0.9207576035207106, 'distributed_loss': 0.16757160061627438, '_wandb': {'runtime': 1982}, 'lambdas': {'1': 0.08649128460336959, '6': 0.0952881054781513, '7': 0.1026010465125182, '8': 0.10794480274968718, '9': 0.11422179966602868, '0': 0.08961581695276617, '2': 0.09716944956060594, '3': 0.09312553842566076, '4': 0.09939720282892636, '5': 0.11414495322228582}, '_runtime': 1979.5811975002289, 'centralised_loss': 0.21087812709808348}","{'fed': {'seed': 2, 'num_rounds': 50, 'rng_folder': None, 'server_round': None, 'history_folder': None, 'cpus_per_client': 2, 'gpus_per_client': 0, 'load_saved_state': True, 'enable_resampling': False, 'num_total_clients': 10, 'parameters_folder': None, 'num_clients_per_round': 5, 'num_evaluate_clients_per_round': 2}, 'task': {'fit_config': {'extra': {}, 'net_config': {}, 'run_config': {'epochs': 1, 'scheduler': {'_target_': 'project.utils.utils.InverseSqrtScheduler'}, 'learning_rate': 1e-05}, 'dataloader_config': {'batch_size': 4}}, 'eval_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'fit_metrics': ['train_loss', 'train_accuracy'], 'model_and_data': 'MNIST_CNN', 'fed_test_config': {'extra': {}, 'net_config': {}, 'run_config': {}, 'dataloader_config': {'batch_size': 8}}, 'train_structure': 'MNIST', 'evaluate_metrics': ['test_accuracy'], 'net_config_initial_parameters': {}}, 'wandb': {'setup': {'mode': 'online', 'tags': ['strategy_AFL', 'seed_2'], 'entity': None, 'project': 'template'}}, 'dataset': {'iid': False, 'seed': 1337, 'balance': False, 'power_law': True, 'val_ratio': 0.1, 'dataset_dir': './data/mnist/data', 'num_clients': 10, 'partition_dir': './data/mnist/partition'}, 'strategy': {'init': {'_target_': 'project.fed.server.strategy.AFL', 'return_lambdas': True, 'lambda_learning_rate': 0.03}, 'name': 'AFL'}, 'wandb_id': None, 'use_wandb': True, 'file_limit': 250, 'to_restore': [], 'ray_address': None, 'working_dir': None, 'to_save_once': ['yaml', 'log', 'wandb'], 'wandb_resume': True, 'debug_clients': {'all': False, 'one': True}, 'to_clean_once': ['history', 'parameters', 'yaml', 'log', 'rng', 'history'], 'save_frequency': 1, 'to_save_per_round': ['parameters', 'rng', 'history'], 'ray_redis_password': None, 'ray_node_ip_address': None}",afl_3_schedule_low_lr
